"S.No,Open,High,Low,Close,Adj Close,Volume"
"1047,11820,12000,11720,11960,9371.734375,30155400"
"1048,11920,11980,11660,11800,9246.361328,34333850"
"1049,11660,11760,11480,11620,9105.314453,20064850"
"1050,11360,11540,11200,11200,8776.206055,26290000"
"1051,11000,11280,10980,11200,8776.206055,21710000"
"1052,11180,11360,11080,11180,8760.536133,21968250"
"1053,11240,11280,11020,11200,8776.206055,18360750"
"1054,11240,11600,11240,11560,9058.300781,18874300"
"1055,11580,11680,11440,11520,9026.956055,10745000"
"1056,11480,11560,11400,11400,9050.774414,11911800"
"1057,11300,11340,11120,11120,8828.47168,14681800"
"1058,11180,11200,10840,10880,8637.930664,18047200"
"1059,10760,11060,10640,10920,8669.686523,19346500"
"1060,10920,10960,10760,10780,8558.539063,17997350"
"1061,10360,10480,10340,10380,8240.967773,39787200"
"1062,10380,10480,10320,10320,8193.331055,24783700"
"1063,10340,10580,10260,10500,8336.240234,23865450"
"1064,10440,10580,10320,10320,8193.331055,31551350"
"1065,10360,10520,10220,10320,8193.331055,23425150"
"1066,10280,10520,10280,10500,8336.240234,22167000"
"1067,10660,10820,10420,10640,8447.386719,40283950"
"1068,10400,10800,10360,10600,8415.630859,49448100"
"1069,10740,11200,10720,11200,8891.990234,42213900"
"1070,11040,11440,10960,11340,9003.136719,35586400"
"1071,11220,11460,11160,11280,8955.503906,25085050"
"1072,11000,11160,10720,10720,8510.901367,43213650"
"1073,11040,11120,10760,10800,8574.416016,36303850"
"1074,11020,11240,10980,11120,8828.47168,27902000"
"1075,11120,11400,11080,11220,8907.868164,26107500"
"1076,11060,11300,10720,10780,8558.539063,27213200"
"1077,10920,11200,10880,11160,8860.231445,21471250"
"1078,11340,11620,11200,11420,9066.651367,35769400"
"1079,11580,11940,11420,11900,9447.736328,46767100"
"1080,12020,12100,11560,11720,9304.829102,28352100"
"1081,12040,12240,12000,12240,9717.672852,46921550"
"1082,12100,12360,12020,12260,9733.550781,23207550"
"1083,11820,12020,11680,11680,9273.070313,28841250"
"1084,11700,11760,11460,11460,9098.411133,18513050"
"1085,11760,11760,11400,11480,9114.287109,21558700"
"1086,11660,11860,11600,11860,9415.983398,28837050"
"1087,11720,11800,11500,11720,9304.829102,20001000"
"1088,11640,11740,11420,11540,9161.919922,18412450"
"1089,11600,11740,11540,11740,9320.707031,16641000"
"1090,11740,11800,11520,11560,9177.804688,18171450"
"1091,11580,11920,11580,11880,9431.860352,21269600"
"1092,11640,11740,11600,11640,9241.31543,15574600"
"1093,11560,11640,11500,11620,9225.438477,15236300"
"1094,11620,11720,11380,11420,9066.651367,12393550"
"1095,11460,11720,11380,11560,9177.804688,13882800"
"1096,11680,11700,11460,11600,9209.557617,14536100"
"1097,11540,11540,11200,11200,8891.990234,22988800"
"1098,10900,11040,10840,10980,8717.323242,22136800"
"1099,11000,11220,11000,11040,8764.956055,16975550"
"1100,11020,11320,11020,11240,8923.745117,21097000"
"1101,11260,11500,11160,11240,8923.745117,18850600"
"1102,11000,11100,10940,11000,8733.204102,20272750"
"1103,10960,11220,10900,11080,8796.713867,17898000"
"1104,10960,11180,10940,11100,8812.592773,31354900"
"1105,11320,11400,11160,11200,8891.990234,24374050"
"1106,11020,11180,10940,11000,8733.204102,30835150"
"1107,11100,11140,10860,10940,8685.566406,22180950"
"1108,11060,11180,10900,11000,8733.204102,40741250"
"1109,11040,11440,11040,11360,9019.012695,42480400"
"1110,11640,11860,11600,11820,9384.22168,35035300"
"1111,11700,12120,11580,12120,9622.401367,32334250"
"1112,12180,12200,12040,12140,9638.279297,21574750"
"1113,12080,12120,11900,11980,9511.24707,10591650"
"1114,12220,12300,12100,12200,9685.915039,21415850"
"1115,12380,12380,12180,12240,9717.672852,15949800"
"1116,12120,12160,11920,12100,9606.523438,20926650"
"1117,12100,12360,12060,12260,9733.550781,25343000"
"1118,12340,12580,12240,12460,9892.334961,29338650"
"1119,12560,12820,12360,12720,10098.75781,33978600"
"1120,13040,13240,13020,13220,10495.71973,38936050"
"1121,13220,13340,13120,13240,10511.59961,21675750"
"1122,13240,13240,12940,13000,10321.05566,17505650"
"1123,12920,13220,12920,13000,10321.05566,18348000"
"1124,12860,12960,12720,12920,10257.54492,17081100"
"1125,12860,13240,12780,13120,10416.32715,33709550"
"1126,13200,13600,13200,13600,10797.41504,39799750"
"1127,13400,13560,13240,13560,10765.6543,21013800"
"1128,13560,13580,13160,13160,10448.08398,19635700"
"1129,13200,13300,12940,13020,10336.93652,25146850"
"1130,13360,13420,13200,13220,10495.71973,20221950"
"1131,13240,13540,13240,13300,10559.23633,25224400"
"1132,13500,13520,13320,13480,10702.1416,21483300"
"1133,13400,13580,13360,13500,10718.02148,18359750"
"1134,13360,13500,13060,13060,10368.69434,25400650"
"1135,13180,13420,13100,13220,10495.71973,25118900"
"1136,13400,13800,13320,13800,10956.19727,50257700"
"1137,13920,14380,13840,14320,11369.04199,38231450"
"1138,14340,14360,14120,14200,11273.77051,21729700"
"1139,14180,14360,14100,14220,11289.64648,31382450"
"1140,14220,14220,14220,14220,11289.64648,0"
"1141,14660,14680,14480,14620,11607.2207,50417500"
"1142,14620,14620,14620,14620,11607.2207,0"
"1143,14700,14900,14640,14900,11829.52148,38358100"
"1144,14760,14900,14640,14820,11766.00586,22328750"
"1145,14500,14600,14380,14560,11559.58594,34440750"
"1146,14640,14660,14140,14180,11257.8916,29085550"
"1147,14180,14180,14180,14180,11257.8916,0"
"1148,14360,14700,14200,14700,11670.7334,30044650"
"1149,14640,14760,14580,14760,11718.37012,20052950"
"1150,14800,15280,14800,15280,12131.21191,27487700"
"1151,15200,15280,14980,15200,12067.69434,30207500"
"1152,15200,15260,14560,14560,11559.58594,31627250"
"1153,14560,14580,14060,14260,11321.40625,45623100"
"1154,14040,14520,14020,14360,11400.79785,23699200"
"1155,14240,14400,14080,14260,11321.40625,18129850"
"1156,14200,14460,14140,14140,11226.13477,14702850"
"1157,13980,14000,13440,13580,10781.53516,42225400"
"1158,13800,14100,13780,14040,11146.74023,18241350"
"1159,14360,14360,13800,13840,10987.95703,20754200"
"1160,14080,14600,13940,14600,11591.34375,24855000"
"1161,14580,14820,14500,14820,11766.00586,24669600"
"1162,14700,14820,14500,14520,11527.82715,19869800"
"1163,14440,14440,14060,14080,11178.49902,20968200"
"1164,14060,14400,14060,14260,11321.40625,14337000"
"1165,14360,14360,14140,14180,11257.8916,18126850"
"1166,14180,14180,14180,14180,11257.8916,0"
"1167,13680,13840,13640,13720,10892.68652,30999100"
"1168,13740,13820,13300,13320,10575.11426,28005300"
"1169,13380,13760,13340,13620,10813.29102,23986150"
"1170,13380,13560,13260,13260,10527.47852,45085450"
"1171,13440,13840,13320,13480,10702.1416,26490150"
"1172,13700,13820,13600,13820,10972.07813,16767250"
"1173,13820,13900,13620,13760,10924.44336,18272550"
"1174,13620,14080,13620,14080,11178.49902,15103800"
"1175,13920,13940,13500,13500,10718.02148,25826000"
"1176,13760,13760,13300,13360,10606.87402,21409450"
"1177,13040,13260,13040,13160,10448.08398,20438500"
"1178,13200,13280,13080,13180,10463.96484,15685550"
"1179,13160,13220,12880,13100,10400.44922,22329450"
"1180,13200,13400,13120,13300,10559.23633,19907250"
"1181,12920,13000,12740,12860,10217.58984,25576850"
"1182,12760,12800,12500,12500,9931.560547,28598600"
"1183,12520,12800,12180,12720,10106.35645,33602250"
"1184,12600,12740,12460,12600,10011.01465,24414150"
"1185,12340,12900,12340,12660,10058.68457,29315200"
"1186,12600,12660,12320,12320,9788.544922,22481600"
"1187,12200,12560,12020,12280,9756.764648,26142050"
"1188,12220,12360,11860,11860,9423.064453,27884250"
"1189,12100,12120,11500,11500,9137.035156,29763900"
"1190,11160,11400,11120,11200,8898.678711,53374150"
"1191,11220,11460,11140,11360,9025.802734,32717400"
"1192,11280,11640,11220,11340,9009.911133,20759300"
"1193,11220,11260,11060,11060,8787.445313,27201450"
"1194,11140,11340,11080,11220,8914.570313,25858800"
"1195,11420,11780,11400,11680,9280.051758,32596450"
"1196,11820,11880,11540,11640,9248.269531,15433200"
"1197,11640,12120,11640,11980,9518.408203,25987750"
"1198,11680,11800,11600,11800,9375.393555,19137950"
"1199,11800,11880,11620,11740,9327.722656,28378200"
"1200,11740,12280,11660,12280,9756.764648,34992900"
"1201,11980,12060,11480,11520,9152.927734,50458700"
"1202,11420,11460,11080,11200,8898.678711,43858300"
"1203,10960,11020,10840,10880,8644.429688,29814350"
"1204,11040,11140,10900,10960,8707.994141,26378350"
"1205,10940,11340,10940,11280,8962.240234,26311200"
"1206,11180,11340,11140,11300,8978.128906,13485850"
"1207,11380,11400,11140,11300,8978.128906,17095750"
"1208,11300,11480,11260,11340,9009.911133,24563900"
"1209,11620,11740,11520,11740,9327.722656,21367600"
"1210,11820,11860,11460,11560,9184.708008,23440450"
"1211,11400,11480,11240,11460,9105.255859,24528350"
"1212,11720,11840,11660,11700,9295.94043,21889000"
"1213,11900,12040,11780,11900,9454.845703,31373400"
"1214,11820,11920,11660,11740,9327.722656,19446100"
"1215,11600,11720,11560,11600,9216.486328,19704750"
"1216,11600,11600,11600,11600,9216.486328,0"
"1217,11620,11720,11460,11580,9200.59668,16509050"
"1218,11440,11500,11260,11280,8962.240234,17867300"
"1219,11120,11320,11100,11200,8898.678711,22011050"
"1220,11200,11220,11040,11060,8787.445313,17574550"
"1221,11020,11160,10900,11140,8851.006836,15836500"
"1222,11160,11240,11080,11200,8898.678711,14548350"
"1223,11100,11100,10780,10800,8580.869141,32670800"
"1224,10700,10740,10340,10600,8421.963867,34357750"
"1225,10520,10640,10400,10420,8278.945313,27281050"
"1226,10400,10520,10240,10320,8199.496094,36455950"
"1227,10060,10180,10020,10120,8040.591797,35791900"
"1228,10000,10340,10000,10340,8215.385742,34402450"
"1229,10240,10620,10240,10540,8374.292969,25714350"
"1230,10300,10440,10220,10280,8167.71582,27785550"
"1231,10060,10720,10040,10440,8294.839844,43649450"
"1232,10660,11020,10620,10860,8628.540039,38900200"
"1233,10800,10800,10600,10720,8517.303711,22013050"
"1234,10440,10960,10400,10840,8612.647461,36506850"
"1235,10900,11140,10720,10740,8533.194336,47173400"
"1236,10880,11000,10780,10860,8628.540039,30258700"
"1237,10860,10860,10860,10860,8628.540039,0"
"1238,10200,10520,10180,10500,8342.508789,41059050"
"1239,10700,10740,10440,10500,8342.508789,29978550"
"1240,10180,10420,10080,10340,8215.385742,27650"
"1241,10700,11160,10640,11160,8866.896484,53205000"
"1242,11140,11420,11040,11160,8866.896484,27502650"
"1243,10980,11300,10960,11200,8898.678711,23125950"
"1244,11140,11380,11140,11280,8962.240234,20463600"
"1245,11140,11380,11020,11340,9009.911133,17974550"
"1246,11200,11240,11020,11060,8787.445313,26314850"
"1247,11160,11260,10800,10880,8644.429688,27731950"
"1248,10360,10880,10280,10780,8564.977539,37898000"
"1249,10840,10860,10480,10660,8469.631836,25788700"
"1250,10620,10780,10360,10560,8390.181641,27381150"
"1251,10560,10560,10560,10560,8390.181641,0"
"1252,10400,10480,10200,10340,8215.385742,31577200"
"1253,10120,10760,10100,10620,8437.853516,29567750"
"1254,10380,10700,10340,10560,8390.181641,32639550"
"1255,10560,10960,10560,10820,8596.758789,35793950"
"1256,10560,10640,10120,10420,8278.945313,44160200"
"1257,10460,10780,10420,10480,8326.621094,30486050"
"1258,10820,11200,10820,11200,8898.678711,33052100"
"1259,10960,11040,10680,10940,8692.101563,31447000"
"1260,10400,10540,10000,10080,8008.809082,46931350"
"1261,10400,10400,9830,10020,7961.139648,44541850"
"1262,10240,10500,9990,10420,8278.945313,27564050"
"1263,10520,10600,10180,10380,8247.167969,24505550"
"1264,10340,10460,9800,10160,8072.373047,33829400"
"1265,9540,9690,9200,9450,7508.259766,50023000"
"1266,9460,9500,8040,8040,6387.979492,59626350"
"1267,8150,8760,8060,8760,6960.037598,48100000"
"1268,8600,9530,8530,9270,7365.244141,49703350"
"1269,9780,10060,8850,9500,7547.984863,64873450"
"1270,10140,10920,9820,10740,8533.194336,54704850"
"1271,10740,11000,10300,10540,8374.292969,61573650"
"1272,10620,10900,10280,10320,8199.496094,44058100"
"1273,10320,10440,10120,10280,8167.71582,39167400"
"1274,10400,10520,10100,10300,8183.604492,40923450"
"1275,10000,10180,9700,9830,7810.179688,38703200"
"1276,9400,9910,9260,9790,7778.398438,49487350"
"1277,9870,9990,9440,9490,7540.041016,45419600"
"1278,9260,9580,9130,9410,7476.478027,34532350"
"1279,9340,9780,9190,9610,7635.38623,30403150"
"1280,9300,9480,9120,9480,7532.09668,36855000"
"1281,9690,9720,9220,9260,7357.300293,29588450"
"1282,9290,9290,8840,9010,7158.667969,32580350"
"1283,8770,8890,8620,8700,6912.366211,33973750"
"1284,8700,8870,8480,8760,6960.037598,30987100"
"1285,8440,8630,8390,8460,6721.680176,28092450"
"1286,8380,8920,8220,8880,7055.380859,31568650"
"1287,8840,9080,8720,8800,6991.818359,29133500"
"1288,9160,9330,8810,9030,7174.558105,33102950"
"1289,9220,9500,9120,9460,7516.206055,31013050"
"1290,9680,9740,9550,9700,7706.890625,26557750"
"1291,9720,9770,9590,9720,7722.779297,22543000"
"1292,9710,9720,9490,9530,7571.823242,15856850"
"1293,9040,9240,9010,9080,7214.284668,24170850"
"1294,9080,9200,8710,8820,7007.708496,36099650"
"1295,8920,8930,8540,8610,6840.858398,34990250"
"1296,8510,8740,8510,8540,6785.241699,29513550"
"1297,8690,9300,8600,9280,7373.190918,40352200"
"1298,9320,9390,9060,9390,7460.587891,29640550"
"1299,9380,9620,9320,9620,7643.328613,37277700"
"1300,9640,9670,9210,9650,7667.165527,51925650"
"1301,9320,9610,9160,9210,7317.57373,27922300"
"1302,9400,9620,9360,9440,7500.313965,27906950"
"1303,9300,9340,9010,9140,7261.955566,35224700"
"1304,9310,9340,9020,9190,7301.685059,33886150"
"1305,9200,9370,9070,9360,7436.752441,33352450"
"1306,9500,9950,9480,9790,7778.398438,49042900"
"1307,9990,10040,9620,9720,7722.779297,22930050"
"1308,9620,9690,9130,9130,7254.01123,28528400"
"1309,9290,9320,9120,9200,7309.628418,18946050"
"1310,9200,9200,9200,9200,7309.628418,0"
"1311,9210,9260,9080,9120,7246.06543,11553200"
"1312,9120,9140,8770,9080,7294.265137,15942850"
"1313,9160,9270,9020,9020,7246.06543,17938200"
"1314,9020,9020,9020,9020,7246.06543,0"
"1315,9070,9400,8850,9400,7551.333984,22978400"
"1316,9600,9740,9470,9520,7647.731934,30460450"
"1317,9640,10040,9590,9960,8001.199707,45072450"
"1318,10100,10480,9980,10480,8418.935547,41286200"
"1319,10360,10380,10060,10160,8161.864746,30614600"
"1320,10060,10120,9720,9860,7920.866699,30113100"
"1321,9800,9960,9740,9790,7864.631836,17708600"
"1322,9810,9860,9600,9830,7896.766602,17577200"
"1323,9790,9840,9550,9790,7864.631836,19297550"
"1324,9490,9490,9150,9190,7382.633301,31394300"
"1325,9280,9380,9110,9360,7519.19873,22261700"
"1326,9520,9610,9420,9500,7631.662598,19136900"
"1327,9210,9320,9140,9280,7454.93457,18496050"
"1328,9000,9080,8940,8970,7205.897461,22203800"
"1329,9280,9280,8990,9220,7406.733887,26209300"
"1330,8950,9030,8770,8840,7101.465332,31581450"
"1331,9400,9840,9280,9770,7848.566895,45906950"
"1332,9770,9990,9620,9970,8009.230469,32818700"
"1333,9690,9850,9680,9780,7856.599609,19334900"
"1334,9760,9920,9440,9470,7607.564453,23574500"
"1335,9770,9980,9470,9800,7872.667969,27380500"
"1336,10100,10400,9990,10360,8322.535156,30703400"
"1337,10400,10720,10260,10420,8370.732422,34791950"
"1338,10720,10900,10580,10900,8756.333984,34801100"
"1339,10900,10960,10420,10540,8467.130859,32619950"
"1340,10640,10680,10280,10400,8354.666992,24848400"
"1341,10120,10380,10100,10260,8242.199219,16267500"
"1342,10140,10400,10020,10400,8354.666992,28021450"
"1343,10220,10380,10080,10280,8258.266602,24071800"
"1344,10160,10400,10040,10080,8097.602051,16386900"
"1345,9980,10000,9740,9810,7880.699707,23694950"
"1346,9760,9780,9550,9560,7679.866211,29060500"
"1347,9530,9760,9430,9610,7720.033691,26458500"
"1348,9500,9600,9350,9350,7511.165527,25958000"
"1349,9300,9730,9220,9700,7792.331543,21327950"
"1350,9400,9450,9280,9350,7511.165527,22671950"
"1351,9630,9660,9470,9560,7679.866211,20927400"
"1352,9580,9860,9300,9540,7663.799805,21950050"
"1353,9500,9860,9410,9540,7663.799805,29510500"
"1354,9510,9510,9160,9240,7422.799316,24741650"
"1355,9090,9580,9090,9510,7639.69873,24954950"
"1356,9560,9810,9380,9780,7856.599609,26067250"
"1357,9980,10120,9790,10060,8081.53418,32982600"
"1358,9920,10100,9880,10000,8033.332031,19412000"
"1359,10200,10320,9950,10300,8274.330078,18225250"
"1360,10100,10360,10040,10080,8097.602051,20458750"
"136,110,380,105,001,000,000,000,000,000,000,000"
"1362,10400,10720,10400,10720,8611.734375,50741850"
"1363,10800,11000,10560,10560,8483.200195,24128850"
"1364,10520,10720,10340,10460,8402.864258,14711600"
"1365,10560,10740,10340,10680,8579.598633,20205900"
"1366,10760,10820,10540,10800,8675.999023,16913000"
"1367,10940,10980,10740,10820,8692.068359,19517500"
"1368,10700,10980,10700,10840,8708.132813,17561600"
"1369,10840,11020,10840,11000,8836.666016,2420900"
"1370,11200,11200,10960,11180,8981.264648,24804800"
"1371,11000,11180,11000,11120,8933.06543,12749800"
"137,211,020,114,201,000,000,000,000,000,000,000"
"1373,11620,11780,11480,11680,9382.935547,28539350"
"1374,11620,11800,11300,11340,9109.798828,18359700"
"1375,11280,11680,11260,11360,9125.865234,20010000"
"137,611,400,116,001,000,000,000,000,000,000,000"
"1377,11680,11820,11500,11820,9495.397461,28688300"
"1378,11980,12000,11680,11860,9527.533203,24722050"
"1379,11860,12260,11860,11880,9543.59668,33315050"
"1380,11820,11900,11660,11680,9382.935547,27388200"
"1381,11480,11560,11100,11140,8949.130859,31449400"
"1382,11220,11680,11200,11600,9318.663086,30887600"
"1383,11940,12060,11760,12060,9688.197266,32713800"
"1384,11880,12000,11640,11660,9366.865234,20707150"
"1385,11700,11760,11420,11500,9238.333984,25554750"
"1386,11320,11700,11300,11700,9398.998047,25775000"
"1387,11920,11980,11600,11620,9334.733398,29263500"
"1388,11880,12080,11780,11940,9591.799805,40656900"
"1389,12000,12020,11640,11840,9511.46875,17605900"
"1390,11620,11920,11560,11820,9495.397461,18312700"
"1391,11960,12300,11880,12180,9784.602539,41166700"
"1392,12280,12640,12220,12540,10073.79688,32402300"
"1393,12320,12540,11800,11840,9511.46875,45867800"
"1394,11840,11880,11580,11700,9398.998047,27196350"
"1395,11800,11800,11500,11500,9238.333984,24129050"
"1396,11540,11720,11500,11720,9415.066406,16499450"
"1397,11900,12040,11680,11840,9511.46875,30656900"
"1398,11900,11940,11560,11640,9350.798828,39634800"
"1399,11500,11620,11260,11300,9077.665039,58004900"
"1400,11440,11460,11180,11320,9093.732422,34475350"
"1401,11320,11480,11260,11380,9141.932617,22852100"
"1402,11320,11360,11160,11260,9045.532227,32233300"
"1403,11260,11380,11200,11220,9013.400391,23892300"
"1404,11260,11320,11140,11200,8997.332031,29321300"
"1405,11120,11140,11020,11040,8868.798828,30779700"
"1406,11160,11240,11060,11100,8917.00293,23443100"
"1407,11100,11200,11020,11120,8933.06543,22413200"
"140,811,340,114,601,000,000,000,000,000,000,000"
"1409,11460,11540,11400,11520,9254.401367,21177800"
"1410,11400,11460,11200,11260,9045.532227,20055900"
"1411,11140,11200,11000,11000,8836.666016,25598900"
"1412,10920,11080,10400,10900,8756.333984,28436550"
"1413,10900,10940,10700,10760,8643.868164,28037250"
"1414,10900,11020,10680,10700,8595.665039,31046950"
"1415,10800,11180,10720,11180,8981.264648,33025950"
"1416,11140,11220,11000,11160,8965.198242,25342100"
"1417,11040,11160,10880,11160,8965.198242,20849600"
"1418,11320,11380,11100,11120,8933.06543,27876300"
"1419,11160,11300,11020,11040,8868.798828,19282250"
"1420,11140,11400,10940,11100,8917.00293,29484950"
"1421,11280,11400,11100,11380,9141.932617,31006050"
"1422,11460,11580,11420,11500,9238.333984,26815150"
"1423,11640,11660,11300,11300,9077.665039,25031300"
"1424,11340,11780,11280,11740,9431.133789,38127050"
"1425,11740,11960,11640,11700,9398.998047,45518350"
"1426,11780,11820,11660,11680,9382.935547,17554250"
"1427,11680,11720,11420,11580,9302.599609,20025650"
"1428,11400,11480,11300,11300,9077.665039,19584700"
"1429,11340,11580,11260,11500,9238.333984,17547950"
"1430,11500,11580,11260,11300,9077.665039,21151050"
"1431,11380,11420,11220,11240,9029.46582,19741650"
"1432,11240,11640,11200,11500,9238.333984,24495850"
"1433,11420,11600,11340,11500,9238.333984,28982750"
"1434,11540,11660,11480,11600,9318.663086,22931200"
"1435,11620,11940,11560,11760,9447.199219,31776550"
"1436,11920,12020,11800,11920,9575.733398,27645950"
"1437,11980,12160,11900,11960,9615.931641,13490700"
"1438,12000,12180,11840,11840,9519.455078,20185300"
"1439,11880,12120,11800,12060,9696.331055,14641400"
"1440,12200,12200,12000,12040,9680.255859,12677100"
"1441,11900,12040,11880,12020,9664.174805,11348350"
"1442,12200,12820,12180,12680,10194.81836,46675200"
"1443,12980,13120,12860,13000,10452.10059,30934250"
"1444,12940,13100,12760,13100,10532.50098,26589600"
"1445,13100,13240,13000,13000,10452.10059,28213000"
"1446,13020,13120,12780,12900,10371.7002,14290050"
"1447,12900,12900,12400,12400,9969.697266,20495950"
"1448,12640,12840,12480,12680,10194.81836,21014800"
"1449,13080,13400,13020,13320,10709.38281,38068700"
"1450,13560,13580,13360,13480,10838.02539,22349050"
"1451,13480,13660,13280,13400,10773.70606,17033150"
"1452,13600,13940,13480,13800,11095.30957,24285750"
"1453,13900,13900,13720,13840,11127.4668,19997150"
"1454,13800,13820,13560,13760,11063.14746,16247900"
"1455,13740,13820,13500,13560,10902.34668,23171400"
"1456,13560,13780,13500,13660,10982.74609,29495650"
"1457,13700,14000,13660,13980,11240.03027,31756300"
"1458,13900,14040,13780,14000,11256.1084,19430800"
"1459,14000,14100,13900,13940,11207.87207,16666750"
"1460,13980,14280,13880,14280,11481.23047,18120700"
"1461,14460,14580,14320,14480,11642.03223,30379200"
"1462,14640,14640,14260,14300,11497.3125,24572000"
"1463,14400,14720,14320,14500,11658.11621,26531750"
"1464,14520,14700,14380,14660,11786.75391,21336400"
"1465,14460,14600,14280,14300,11497.3125,20482100"
"1466,14160,14340,14100,14320,11513.39258,18601650"
"1467,14420,14420,14060,14200,11416.91016,17483500"
"1468,14220,14240,14060,14100,11336.50977,16843750"
"1469,14000,14040,13820,13860,11143.54688,23187150"
"1470,14000,14360,13900,14040,11288.27051,31342850"
"1471,14200,14620,14200,14620,11754.59277,31875550"
"1472,14480,14620,14220,14260,11465.15039,22640300"
"1473,14120,14720,14120,14600,11738.51465,25444550"
"1474,14600,15000,14480,14760,11867.1543,27582000"
"1475,14900,14940,14540,14800,11899.31445,21000450"
"1476,14860,15140,14840,15140,12172.67969,27583400"
"1477,15400,15700,15400,15660,12590.76074,30714750"
"1478,15500,15680,15480,15500,12462.12207,19044250"
"1479,15500,15620,15380,15540,12494.2832,14562850"
"1480,15300,15480,15140,15340,12333.48242,16354350"
"1481,15460,15680,15280,15280,12285.23926,19551050"
"1482,15300,15500,15200,15420,12397.80078,21531600"
"1483,15600,16000,15340,15980,12848.0459,25367300"
"1484,15700,15820,15600,15680,12606.84277,27898950"
"1485,15660,15700,15480,15500,12462.12207,16052050"
"1486,15620,15660,15220,15340,12333.48242,22808450"
"1487,15420,15600,15220,15460,12429.95898,16972400"
"1488,15460,15620,15400,15620,12558.60254,13640500"
"1489,15640,15760,15500,15620,12558.60254,15959400"
"1490,15520,15840,15520,15820,12719.4043,34739400"
"1491,15880,15880,15680,15860,12751.56445,15467150"
"1492,15920,15920,15200,15280,12285.23926,27969450"
"1493,15200,15460,15200,15380,12365.64063,26013000"
"1494,15400,16000,15320,15900,12783.72559,35553800"
"1495,16120,16200,15920,16200,13024.92676,24735000"
"1496,16200,16400,16080,16120,12960.60645,44801250"
"1497,16040,16200,15880,15960,12831.9668,16830750"
"1498,16000,16580,15960,16500,13266.12988,25779150"
"1499,16500,16520,16240,16400,13185.72754,16566700"
"1500,16380,16400,15960,16060,12912.36328,24304750"
"1501,15860,15920,15660,15900,12783.72559,20494450"
"1502,15820,15940,15600,15920,12799.80371,13905100"
"1503,15840,16300,15840,16240,13057.08789,20419700"
"1504,16140,16500,16120,16300,13105.32715,23985850"
"1505,16220,16300,15680,15840,12735.48633,26930050"
"1506,15560,15600,14920,14940,12011.87793,47146300"
"1507,15100,15220,14900,14900,11979.71387,38409800"
"1508,15040,15120,14420,14440,11609.87402,38221850"
"1509,14560,14560,14120,14400,11577.71191,52971900"
"1510,14580,15100,14520,15100,12140.51758,31334400"
"1511,15200,15260,14820,14980,12044.03711,21586100"
"1512,15000,15300,14840,15140,12172.67969,18348000"
"1513,15380,15460,15280,15380,12365.64063,20841250"
"1514,15660,15660,15260,15500,12462.12207,17809550"
"1515,15000,15560,14900,14920,11995.79688,23712800"
"1516,14760,15100,14460,15020,12076.19824,21675850"
"1517,15160,15220,14920,15040,12092.27734,14165400"
"1518,15000,15040,14640,14700,11818.91602,25319950"
"1519,14640,14760,14460,14520,11674.19141,21589750"
"1520,14600,14980,14580,14900,11979.71387,21616400"
"1521,14820,15180,14780,15060,12108.35938,15657300"
"1522,14980,15040,14800,14840,11931.47852,16264450"
"1523,14880,14900,14400,14400,11577.71191,25568050"
"1524,14200,14440,14020,14360,11545.55469,32193450"
"1525,14660,14800,14440,14460,11625.95117,27823550"
"1526,14220,14540,14160,14360,11545.55469,23125050"
"1527,14380,14640,14300,14580,11722.43359,19636750"
"1528,14540,14720,14400,14660,11786.75391,17170650"
"1529,14620,14620,14220,14240,11449.07031,18633900"
"1530,14520,14540,14280,14440,11609.87402,15201050"
"1531,14540,14640,14440,14480,11642.03223,13426450"
"1532,14680,14720,14480,14540,11690.27441,19617400"
"1533,14640,14700,14320,14700,11818.91602,15973550"
"1534,14740,14860,14400,14400,11577.71191,24682750"
"1535,14480,14540,14180,14280,11481.23047,21560950"
"1536,14400,14660,14280,14660,11786.75391,20057700"
"1537,14760,14820,14520,14560,11706.35352,18009450"
"1538,14700,15000,14640,15000,12060.11719,29638400"
"1539,15000,15300,15000,15180,12204.83691,22743700"
"1540,15020,15220,14920,15100,12140.51758,17162700"
"1541,15220,15280,15020,15180,12204.83691,14378850"
"1542,15220,15260,14820,14840,11931.47852,17703700"
"1543,14840,14980,14800,14980,12044.03711,10610150"
"1544,14980,15140,14860,14860,11947.55469,11798250"
"1545,14600,14780,14240,14240,11449.07031,23077300"
"1546,14460,14640,14380,14400,11577.71191,18751200"
"1547,14400,14740,14360,14740,11851.07422,17255950"
"1548,14860,15000,14800,14940,12011.87793,16733700"
"1549,15040,15200,14940,15180,12204.83691,15982500"
"1550,15160,15340,15100,15240,12253.08008,18336750"
"1551,15400,15540,15260,15420,12397.80078,16446850"
"1552,15420,15520,15340,15440,12413.88281,10088500"
"1553,15240,15640,15220,15560,12510.36231,17773300"
"1554,15420,15760,15320,15760,12671.16309,44528150"
"1555,15800,15940,15660,15700,12622.92188,16265250"
"1556,15700,15800,15440,15580,12526.44238,15496050"
"1557,15600,15620,15440,15540,12494.2832,12269300"
"1558,15600,15720,15500,15600,12542.52051,19952700"
"1559,15620,15620,15300,15300,12301.32031,15858250"
"1560,15200,15580,15160,15460,12429.95898,20295050"
"1561,15460,15540,15340,15420,12397.80078,14575300"
"1562,15500,15620,15460,15620,12558.60254,12264950"
"1563,15760,15760,15560,15680,12606.84277,12490000"
"1564,15700,15880,15640,15800,12703.32227,20309600"
