"S.No,Open,High,Low,Close,Adj Close,Volume"
"2232,24560,24580,24040,24300,20070.51953,16211400"
"2233,24220,24680,24140,24660,20367.86133,20301300"
"2234,24400,24700,24020,24360,20120.07617,13903800"
"2235,24380,24560,24200,24360,20120.07617,9916550"
"2236,24100,24240,23780,23780,19641.0293,17381950"
"2237,24000,24060,23860,23920,19756.6582,12373750"
"2238,24600,25020,24400,25000,20648.6875,25512400"
"2239,25200,25280,25000,25000,20648.6875,15883700"
"2240,24800,25300,24640,25120,20747.79492,9890800"
"2241,25360,25900,25180,25880,21375.51367,18473250"
"2242,25980,26100,25620,26020,21491.14453,19489950"
"2243,26600,26780,26540,26720,22069.3125,24872500"
"2244,26720,26720,26240,26300,21722.41602,14896000"
"2245,26280,26720,26160,26300,21722.41602,11232300"
"2246,26120,26460,25960,26280,21705.89648,12114550"
"2247,25860,26100,25680,25740,21259.88672,14199800"
"2248,26000,26140,25900,26040,21507.67188,14913400"
"2249,26000,26560,25840,26540,21920.63867,13195450"
"2250,26200,26680,26200,26540,21920.63867,11348000"
"2251,26260,26500,26120,26500,21887.60352,12054550"
"2252,26540,26840,26460,26760,22102.34961,14541600"
"2253,27180,27200,26780,26920,22234.50586,17906350"
"2254,27080,27420,27040,27380,22614.4375,13376250"
"2255,27020,27460,26780,27340,22581.39648,19127200"
"2256,27740,27800,27040,27400,22630.95508,17828800"
"2257,27500,27580,27200,27460,22680.51367,12037600"
"2258,27260,27620,27260,27440,22663.99414,8788650"
"2259,27060,27200,26500,26500,21887.60352,12976700"
"2260,26200,26400,25740,26080,21540.70313,23779850"
"2261,26100,26240,25760,25920,21408.55469,14977250"
"2262,25920,26240,25740,26000,21474.62891,10334000"
"2263,26520,26620,26300,26600,21970.19727,10671300"
"2264,26840,26920,26320,26720,22069.3125,8984550"
"2265,26720,26820,26560,26740,22085.83203,10498450"
"2266,26460,26500,25980,26040,21507.67188,13969950"
"2267,25540,26340,25520,26300,21722.41602,11741150"
"2268,26380,26440,26040,26260,21689.375,9253550"
"2269,25940,26180,25780,26000,21474.62891,13454500"
"2270,25920,26440,25820,26440,21838.04492,11881100"
"2271,26120,26240,25740,25740,21259.88672,13793850"
"2272,25960,25980,25580,25980,21458.10742,11448050"
"2273,25980,26080,25840,25960,21441.5957,6643850"
"2274,26120,26240,25980,26200,21639.81836,10604850"
"2275,25900,26040,25800,25940,21425.07422,10455600"
"2276,26380,26660,26260,26540,21920.63867,18521400"
"2277,26560,26980,26400,26820,22151.90625,13062050"
"2278,26980,26980,26640,26980,22284.05664,8981800"
"2279,26860,27240,26700,27240,22498.80469,9676400"
"2280,26960,27140,26820,27000,22300.57617,15326600"
"2281,26700,27020,26520,26820,22151.90625,14550300"
"2282,26620,26940,26620,26900,22217.98438,6959250"
"2283,26940,26980,26520,26980,22284.05664,7325850"
"2284,27140,27140,26920,27100,22383.16992,10436000"
"2285,26700,26760,26520,26620,21986.71484,9959100"
"2286,26440,26520,26020,26140,21590.25977,12172550"
"2287,26300,26840,26260,26640,22003.23242,10137500"
"2288,27060,27300,26920,27280,22531.8457,13420300"
"2289,27520,27940,27440,27680,22862.22656,17780400"
"2290,27880,28380,27820,28340,23407.33789,14930950"
"2291,28440,28840,28340,28740,23737.72461,12322050"
"2292,28840,28860,27980,28080,23192.60156,13749850"
"2293,28100,28560,28080,28320,23390.82227,11836200"
"2294,28000,28760,27920,28260,23341.26953,14055800"
"2295,28040,28440,28040,28280,23357.79102,13073300"
"2296,28460,28500,27980,28120,23225.63672,16427600"
"2297,28400,28720,28160,28600,23622.0918,10220850"
"2298,28640,28680,28400,28600,23622.0918,9504900"
"2299,28600,29100,28540,29100,24035.06641,12436400"
"2300,29360,29420,28680,29080,24018.55273,14248700"
"2301,29000,29960,29000,29600,24448.04102,15882450"
"2302,30120,30120,29700,29820,24629.75195,13056100"
"2303,29960,29960,29380,29520,24381.96289,12657350"
"2304,29460,29920,29460,29800,24613.22656,15244450"
"2305,30000,30660,29860,30660,25323.54492,30680500"
"2306,30320,30720,30160,30300,25026.20313,13905250"
"2307,30020,30480,29940,30060,24827.97461,15511100"
"2308,30000,30320,29900,30300,25026.20313,13538450"
"2309,30300,30580,29900,30060,24827.97461,20128500"
"2310,29860,29920,28800,28840,23820.32031,27576200"
"2311,28960,29520,28840,29480,24348.92773,14488550"
"2312,29600,30060,29400,29400,24282.8457,14038700"
"2313,29400,30000,29400,29920,24839.07617,9143900"
"2314,29760,30600,29740,30440,25270.76953,10562750"
"2315,30660,31520,30540,31520,26167.36914,11449650"
"2316,31640,31680,30860,30860,25619.44531,14227400"
"2317,30800,30840,30200,30500,25320.58008,12999800"
"2318,30300,30560,30000,30400,25237.5625,12610950"
"2319,30260,30340,29960,30000,24905.49414,13822250"
"2320,30000,30260,29820,30000,24905.49414,12659950"
"2321,30300,30680,30000,30600,25403.59961,14663600"
"2322,30960,30960,30140,30660,25453.41016,11913550"
"2323,30780,31040,30560,31040,25768.87695,7999950"
"2324,31200,31200,30240,30240,25104.72852,10727150"
"2325,30280,30520,29660,29840,24772.66211,16221000"
"2326,30040,30040,29000,29380,24390.77734,20236700"
"2327,29600,29740,29100,29600,24573.41406,12516600"
"2328,29280,29500,28960,29080,24141.71875,14519650"
"2329,28900,29740,28900,29600,24573.41406,11947400"
"2330,30000,30040,29460,29460,24457.19336,9293550"
"2331,29360,29380,28820,29060,24125.11523,15999050"
"2332,29200,29220,28100,28340,23527.38086,21795250"
"2333,27920,28020,27420,27440,22780.22461,30852150"
"2334,27800,28360,27600,28180,23394.55273,21616550"
"2335,28520,28800,28240,28800,23909.26953,16170100"
"2336,28600,28960,28440,28960,24042.09961,16052800"
"2337,29200,29200,28440,28820,23925.875,11576200"
"2338,29000,29060,28340,28740,23859.46094,12861900"
"2339,28300,28860,28280,28700,23826.25195,11388100"
"2340,28800,28860,28540,28540,23693.41992,6897150"
"2341,28780,28780,28400,28400,23577.19336,9721100"
"2342,28360,29400,28300,29240,24274.54883,13423850"
"2343,29680,29680,29180,29360,24374.17383,8419750"
"2344,29480,29780,29120,29740,24689.64063,9209050"
"2345,29800,29880,29540,29800,24739.45117,7534100"
"2346,29800,29960,29540,29960,24872.2832,7599950"
"2347,29800,30020,29620,29800,24739.45117,7109950"
"2348,29600,29980,29580,29840,24772.66211,6132250"
"2349,30040,30900,29940,30900,25652.65625,18039350"
"2350,30800,31160,30700,31000,25735.66797,13123650"
"2351,30600,30960,30400,30600,25403.59961,13852650"
"2352,30980,30980,30600,30600,25403.59961,8897550"
"2353,30300,30760,30160,30540,25353.78516,9244750"
"2354,31180,31180,30380,30540,25353.78516,8938200"
"2355,30600,31080,30600,30880,25636.05078,12784200"
"2356,31260,31260,30600,30780,25553.02734,13276850"
"2357,31120,31280,30960,31000,25735.66797,9294600"
"2358,31440,31500,30940,31200,25901.70313,10148650"
"2359,30960,31000,30240,30400,25237.5625,13482700"
"2360,30300,30340,29780,29980,24888.88477,18941000"
"2361,29860,30240,29700,30160,25038.31445,13748250"
"2362,30080,30240,29800,29880,24805.86328,8746550"
"2363,30120,30580,30020,30540,25353.78516,11303550"
"2364,30560,30680,29980,30400,25237.5625,12557800"
"2365,30580,30580,29600,29600,24573.41406,36618350"
"2366,29200,29200,28680,28900,23992.28516,26439550"
"2367,29000,29840,28960,29500,24490.39648,13977100"
"2368,29200,29700,29120,29200,24241.33984,13515750"
"2369,29220,29480,29120,29140,24191.5293,11768550"
"2370,29160,29360,29040,29100,24158.32422,10687100"
"2371,29600,29900,29400,29900,24822.4707,10272050"
"2372,29900,30440,29820,30180,25054.92188,16830000"
"2373,30300,30320,29740,30080,24971.90039,12881400"
"2374,30060,30200,29940,30200,25071.51953,7989600"
"2375,30480,30640,30340,30540,25353.78516,9533700"
"2376,30700,30700,30240,30240,25104.72852,5295500"
"2377,30200,30640,30200,30500,25320.58008,8574850"
"2378,30520,30560,30180,30420,25254.16211,10882700"
"2379,30340,30380,29980,30120,25005.10547,10700450"
"2380,30100,30320,29860,30100,24988.50586,14977350"
"2381,30100,30620,29940,30400,25237.5625,12959500"
"2382,30540,30600,30200,30560,25370.39063,9244000"
"2383,30800,30800,30260,30420,25254.16211,11779700"
"2384,30420,30800,30360,30800,25569.63477,11291500"
"2385,30800,31000,30260,30340,25187.74805,10744050"
"2386,30060,30700,30060,30460,25287.37305,10767300"
"2387,30100,30640,30020,30560,25370.39063,18551850"
"2388,31320,31320,30280,30360,25204.35352,10491100"
"2389,30400,30440,29620,29660,24623.22266,13358400"
"2390,29300,29840,29100,29500,24490.39648,15704000"
"2391,29800,30060,29300,30060,24955.29883,9335850"
"2392,30000,30060,29480,29660,24623.22266,8864850"
"2393,29700,29880,29480,29720,24673.0332,10086550"
"2394,29400,29880,29400,29880,24805.86328,10463900"
"2395,29900,29940,29440,29720,24673.0332,11651600"
"2396,29820,29840,29500,29620,24590.01563,8500150"
"2397,29800,30600,29760,30400,25237.5625,18705000"
"2398,30520,30640,30340,30560,25370.39063,10048950"
"2399,30700,30740,30420,30700,25486.61328,6559050"
"2400,30800,30800,30240,30280,25137.93945,8654300"
"2401,30160,30160,29820,29860,24789.25977,11434500"
"2402,29860,29960,29580,29760,24706.24414,14921950"
"2403,29800,30400,29780,30300,25154.54492,10806150"
"2,404,302,803,028,030,000,000,000,000,000,000,000"
"2405,29420,29600,29240,29540,24523.60352,8750100"
"2406,29740,30000,29660,30000,24905.49414,9002650"
"2407,29700,30000,29680,30000,24905.49414,10594800"
"2408,30020,30280,30000,30160,25038.31445,14657550"
"2409,30040,30240,29920,29940,24855.67578,12288850"
"2410,30200,30200,29700,29840,24772.66211,11600400"
"2411,30080,30200,29820,30180,25054.92188,9923100"
"2412,29840,30040,29680,29680,24639.82813,11994150"
"2413,29740,29880,29440,29720,24673.0332,10190600"
"2414,29800,29980,29740,29780,24722.8457,6146400"
"2415,29620,29920,29620,29680,24639.82813,11588050"
"2416,29680,30460,29660,30240,25104.72852,14760550"
"2417,30360,30980,30240,30880,25636.05078,22778000"
"2418,30920,31180,30740,30760,25536.42383,18025050"
"2419,30720,31180,30560,30640,25436.80859,10309450"
"2420,30660,30840,30420,30800,25569.63477,8496600"
"2421,30980,31060,30420,30420,25254.16211,13590650"
"2422,29500,29700,28480,28540,23693.41992,54290800"
"2423,28400,28860,28280,28500,23660.21094,26677700"
"2424,28220,28380,27560,27780,23062.47852,34613000"
"2425,27560,28060,27240,27700,22996.06641,22887650"
"2426,27600,27940,27140,27140,22531.16602,33509850"
"2427,27300,27540,27140,27380,22730.4082,17558350"
"2428,27400,27560,27300,27320,22680.5918,11758450"
"2429,27360,27740,27200,27740,23029.27539,11043050"
"2430,27640,27700,27280,27380,22730.4082,10270250"
"2431,26860,26960,26520,26580,22066.26563,17817950"
"2432,25880,26660,25800,26500,21999.84766,27677800"
"2433,27000,27000,26260,26260,21800.60352,15847900"
"2434,26020,26360,25760,25940,21534.94531,20774950"
"2435,26020,26100,24900,25220,20937.21094,31751200"
"2436,25900,26880,25720,26780,22241.11719,25756150"
"2437,27000,27000,26580,26840,22290.94922,20961250"
"2438,26680,26920,26440,26520,22025.18164,12825950"
"2439,26800,27040,26600,26700,22174.67188,10214450"
"2440,26680,26780,25900,26020,21609.92188,12822050"
"2441,26040,26340,25920,26340,21875.69141,9042650"
"2442,25720,26300,25200,25340,21045.18359,30382800"
"2443,25000,25160,24180,24520,20364.16016,26480150"
"2444,24600,25000,24580,24740,20546.87109,19694950"
"2445,24900,25040,24740,24960,20729.58789,17305650"
"2446,25020,26240,25020,26240,21792.63867,20788350"
"2447,26400,26480,26020,26240,21792.63867,11391300"
"2448,26300,26380,25700,26260,21809.25195,9629600"
"2449,26360,26420,25800,25960,21560.09961,9300950"
"2450,26020,26600,25720,26400,21925.52539,12302300"
"2451,26500,26500,25840,25840,21460.43555,15704200"
"2452,25760,25900,25280,25460,21144.83398,16271300"
"2453,25600,25780,25300,25460,21144.83398,10351150"
"2454,25460,26140,25440,26140,21709.58789,11948900"
"2455,26140,26340,25900,26300,21842.4707,8772650"
"2456,26340,26440,26160,26300,21842.4707,8495650"
"2457,26280,26380,25980,26060,21643.14648,13619550"
"2458,25820,26000,25580,25660,21310.94531,11821850"
"2459,25540,25900,25540,25800,21427.21289,9425350"
"2460,25600,25800,25580,25600,21261.10938,12735500"
"2461,25700,25760,25480,25600,21261.10938,9058900"
"2462,25860,26000,25640,25720,21360.77539,11241350"
"2463,25660,25660,25480,25480,21161.44727,8079850"
"2464,24900,25440,24900,25080,20829.25,14493700"
"2465,24740,24800,24440,24440,20297.72461,15778100"
"2466,24260,24700,24260,24340,20214.66992,17910800"
"2467,24580,24820,24400,24600,20430.59766,12080200"
"2468,24600,24960,24500,24640,20463.82031,10140600"
"2469,24880,25800,24840,25800,21427.21289,20929450"
"2470,25780,26000,25700,26000,21593.31641,13005100"
"2471,25720,26020,25640,25900,21510.26563,11416600"
"2472,25720,25920,25600,25720,21360.77539,6499850"
"2473,25920,26100,25380,25380,21078.39844,14230950"
"2474,25300,25640,25120,25120,20862.46875,12346050"
"2475,25000,25340,24900,25100,20845.85547,11984850"
"2476,25600,26000,25420,25900,21510.26563,17203400"
"2477,26020,26100,25920,26000,21593.31641,11519650"
"2478,26140,26180,25900,26080,21659.75391,9130800"
"2479,25680,26200,25680,26180,21742.80859,9492550"
"2480,26340,26960,26280,26880,22324.16992,16315000"
"2481,27200,27360,27020,27360,22722.8125,17135800"
"2482,27360,27420,27000,27020,22440.4375,10081600"
"2483,27280,27280,26520,26740,22207.89453,11798500"
"2484,26600,27080,26420,26800,22257.73242,10920050"
"2485,27400,27420,27160,27300,22672.98438,15100100"
"2486,27400,27500,27160,27380,22739.42383,11937950"
"2487,27420,27500,27260,27460,22805.86719,9291550"
"2488,27380,27920,27360,27920,23187.89648,14717650"
"2489,27960,28040,27700,28040,23287.56055,13353000"
"2490,28100,28480,27900,28200,23420.44922,21805400"
"2491,28180,28200,27920,28120,23354.00391,12281500"
"2492,28460,28500,28220,28500,23669.59375,11710700"
"2493,28400,28400,27620,27720,23021.79688,17181350"
"2494,27300,27620,27060,27200,22589.93164,24362900"
"2495,26840,27580,26760,27460,22805.86719,15138900"
"2496,27340,27480,27020,27280,22656.37695,11176450"
"2497,27280,27440,27120,27440,22789.25977,10374700"
"2498,27500,27540,27260,27320,22689.58984,11613250"
"2499,27320,27640,27200,27340,22706.20313,11650900"
"2500,27600,27660,27200,27640,22955.35938,9773150"
"2501,27960,28500,27800,28360,23553.32617,17586350"
"2502,28760,28840,28280,28360,23553.32617,15753700"
"2503,28740,28740,28500,28720,23852.30859,10228250"
"2504,28340,28660,28340,28600,23752.6543,10546000"
"2505,28420,28640,28420,28600,23752.6543,13819000"
"2506,28800,28940,28720,28860,23968.57813,11254150"
"2507,28960,28980,28760,28760,23885.53125,7373700"
"2508,29000,29140,28900,29140,24201.12305,10023650"
"2509,29380,29380,28900,29000,24084.85156,8010600"
"2510,29200,29360,29080,29260,24300.78711,9099350"
"2511,29440,29500,29260,29440,24450.28125,7852150"
"2512,29500,29780,29080,29280,24317.39844,7126050"
"2513,29200,29200,28680,29100,24167.90625,12353250"
"2514,29280,29280,28720,28840,23951.97266,8598450"
"2515,28620,28980,28580,28980,24068.24609,8915650"
"2516,29000,29040,28660,28980,24068.24609,6735300"
"2517,29300,29700,29160,29640,24616.38281,11307700"
"2518,29800,29800,29560,29800,24749.25977,10334900"
"2519,29700,30000,29680,30000,24915.36914,10588400"
"2520,29960,30040,29300,29300,24334.00586,12647050"
"2521,29800,30000,29360,30000,24915.36914,11357700"
"2522,29840,30040,29780,29980,24898.75977,10887800"
"2523,30040,30040,29440,29700,24666.21094,8009300"
"2524,29960,29960,28980,29020,24101.46289,12218400"
"2525,29020,29080,28500,28740,23868.92773,13006800"
"2526,28220,28560,28140,28200,23420.44922,13681350"
"2527,28500,28680,28180,28560,23719.42773,8563850"
"2528,28800,29320,28720,29120,24184.51563,9784900"
"2529,28900,28980,28380,28380,23569.93555,9995200"
"2530,29100,29100,28480,28480,23652.98438,10132150"
"2531,28680,29240,28640,29240,24284.17578,8339250"
"2532,29400,29520,29300,29480,24483.5,6386800"
"2533,29660,29780,29540,29780,24732.65234,8183550"
"2534,29460,29740,29280,29400,24417.05859,8178150"
"2535,29440,29440,28640,28800,23918.75391,9019800"
"2536,28820,29120,28620,29000,24084.85156,8574600"
"2537,29020,29440,29020,29300,24334.00586,6615300"
"2538,29160,29580,29100,29580,24566.55664,8586250"
"2539,29340,29520,29200,29400,24417.05859,9351700"
"2540,29600,29880,29580,29880,24815.70117,10644900"
"2541,29980,29980,29700,29880,24815.70117,6752200"
"2542,30000,30060,29340,29340,24367.22852,7487800"
"2543,29280,29560,29140,29220,24267.5625,7798600"
"2544,29000,29060,28620,28640,23785.86914,10844000"
"2545,28660,28920,28440,28800,23918.75391,10479650"
"2546,29080,29080,28560,28560,23719.42773,9147450"
"2547,28800,29080,28800,29080,24151.29492,6996900"
"2548,28820,29020,28620,28800,23918.75391,7755600"
"2549,28520,28880,28320,28400,23586.54102,10629150"
"2550,27920,28200,27920,28200,23420.44922,14962050"
"2551,28200,28220,27800,27800,23088.23633,10053250"
"2552,27820,28080,27660,28000,23254.33984,8954400"
"2553,28340,28340,27860,27900,23171.28516,7762400"
"2554,28100,28200,27880,28020,23270.95703,10899200"
"2555,28360,28680,28360,28540,23702.81641,10552400"
"2556,28260,28540,28260,28540,23702.81641,8407400"
"2557,28740,28760,28580,28660,23802.48242,10639200"
"2558,28600,28640,28300,28300,23503.49609,10980350"
"2559,28160,28300,28020,28160,23387.22461,12307800"
"2560,28200,28220,27900,27920,23417.41406,10510000"
"2561,27920,27940,27200,27440,23014.83008,16908100"
"2562,26960,27100,26040,26180,21958.02148,31025000"
"2563,26000,26220,25740,25920,21739.95703,26496600"
"2564,26060,26400,25920,26140,21924.47461,19735800"
"2565,26000,26360,25900,26080,21874.15039,19763200"
"2566,26000,26080,25740,25820,21656.08008,20474650"
"2567,26140,26140,25500,25500,21387.6875,21250950"
"2568,25500,25720,25440,25440,21337.35742,18189150"
"2569,25660,25940,25460,25900,21723.17773,16449350"
"2570,25940,26600,25800,26260,22025.12305,14716650"
"2571,26600,26620,25960,25980,21790.27734,11747450"
"2572,26000,26200,25860,26020,21823.81836,9752450"
"2573,26020,26300,25840,25840,21672.85352,12774250"
"2574,26100,26380,25920,26320,22075.44531,8682800"
"2575,26300,26540,26220,26480,22209.64063,7562300"
"2576,26280,26560,26240,26560,22276.74219,10826500"
"2577,26320,26440,25980,25980,21790.27734,10336950"
"2578,26000,26360,25820,26140,21924.47461,14001750"
"2579,25860,26080,25700,25840,21672.85352,13346300"
"2580,25460,25860,25460,25660,21521.88477,11701350"
"2581,25600,25760,25540,25600,21471.5625,19181850"
"2582,25720,25760,25420,25440,21337.35742,16259200"
"2583,25260,25260,24980,24980,20951.54492,16033000"
"2584,24900,25100,24680,24740,20750.24805,14926650"
"2585,24900,25340,24800,25180,21119.29102,15197450"
"2586,25500,25580,25260,25500,21387.6875,9943600"
"2587,25420,25620,25240,25540,21421.23438,7799650"
"2588,25620,26300,25440,26220,21991.57813,12684000"
"2589,26620,26620,26100,26140,21924.47461,10027400"
"2590,26000,26400,25800,25960,21773.50586,5838450"
"2591,25920,26160,25840,26020,21823.81836,6220750"
"2592,25840,26120,25600,25700,21555.43359,9386650"
"2593,25700,25980,25640,25900,21723.17773,5910650"
"2594,26000,26000,25600,25800,21639.30664,6179750"
"2595,25800,25920,25620,25720,21572.20898,9543300"
"2596,26660,26660,26000,26600,22310.28906,14346200"
"2597,26680,26900,26420,26560,22276.74219,7425050"
"2598,26640,26800,26520,26680,22377.38477,8785300"
"2599,26740,26860,26500,26840,22511.58789,12918050"
"2600,26700,26840,26600,26820,22494.81055,7891350"
"2601,26740,26980,26640,26980,22629.00977,14232350"
"2602,26720,26800,26420,26500,22226.41797,12104150"
"2603,26400,26580,26300,26300,22058.66992,7900150"
"2604,26700,26820,26600,26600,22310.28906,7491500"
"2605,26580,26580,26200,26520,22243.19336,8616750"
"2606,26780,26780,26580,26780,22461.26367,7548650"
"2607,26400,26600,26340,26400,22142.54492,8657600"
"2608,26400,26540,26180,26440,22176.09375,9079800"
"2609,26400,26400,25860,25880,21706.40039,12579250"
"2610,25880,26260,25800,25800,21639.30664,11750200"
"2611,25400,25700,25400,25500,21387.6875,10836800"
"2612,25500,25520,25160,25320,21236.71289,8820000"
"2613,25400,25660,25320,25560,21438.00977,11045600"
"2614,25600,25700,25360,25380,21287.03516,7638550"
"2615,25400,25440,25240,25240,21169.61133,5939400"
"2616,25380,25460,25240,25460,21354.13086,8321300"
"2617,25200,25480,25180,25460,21354.13086,7073900"
"2618,25380,25400,24820,24940,20917.99219,13625000"
"2619,25380,25800,24960,25700,21555.43359,17444700"
"2620,25800,26660,25700,26660,22360.61523,20877850"
"2621,26400,26760,26400,26700,22394.16016,10648700"
"2622,26900,26900,26440,26860,22528.36133,13259850"
"2623,26900,26900,26620,26780,22461.26367,11081000"
"2624,27000,27140,26860,27140,22763.20898,13100050"
"2625,27020,27900,27020,27800,23316.77148,19098800"
"2626,27540,27940,27540,27600,23149.02344,18400350"
"2627,27940,27940,27480,27940,23434.19336,10761750"
"2628,27740,27980,27500,27880,23383.875,10608200"
"2629,27880,27900,27280,27420,22998.05469,16061600"
"2630,27380,27600,27200,27600,23149.02344,9999200"
"2631,27240,27360,27180,27300,22897.40625,10659350"
"2632,27300,27720,27300,27400,22981.27344,10586000"
"2633,27720,27740,27380,27400,22981.27344,10969800"
"2634,27400,27840,27260,27600,23149.02344,9308550"
"2635,27520,27600,27320,27400,22981.27344,7241650"
"2636,27400,27580,27400,27560,23115.47266,9518350"
"2637,27580,27720,27500,27600,23149.02344,3299250"
"2638,27480,27680,27420,27500,23065.15234,6084300"
"2639,27880,27900,27640,27780,23299.99609,9500750"
"2640,28180,28180,27980,28140,23601.93945,10546200"
"2641,28400,28560,27960,27980,23467.74219,15269800"
"2642,28080,28120,27640,27760,23283.2207,9431450"
"2643,27780,27900,27020,27200,22813.53125,10909200"
"2644,27600,27620,26520,26860,22528.36133,15047300"
"2645,27080,27180,26880,26920,22578.68555,14943350"
"2646,27000,27120,26800,26880,22545.13867,14189700"
"2647,27100,27100,26880,27000,22645.7832,16281900"
"2648,27120,27160,26520,26700,22394.16016,13157050"
"2649,26720,27900,26640,27760,23283.2207,15944800"
"2650,27760,28500,27760,28000,23484.51563,12107400"
"2651,28180,28300,28020,28300,23736.13477,11103750"
"2652,28280,28380,28060,28200,23652.26953,6806700"
"2653,28000,28740,27980,28560,23954.20703,15856500"
"2654,28560,29000,28160,28960,24289.69727,19281050"
"2655,28900,29080,28700,29020,24340.02344,16007300"
"2656,28700,29000,28700,28820,24172.28125,10842500"
"2657,28820,28960,28520,28520,23920.66211,9540000"
"2658,28100,28560,28100,28560,23954.20703,8511650"
"2659,28400,28640,28300,28440,23853.55859,3735600"
"2660,28340,28460,28060,28140,23601.93945,4748400"
"2661,28380,28700,28180,28660,24038.08008,9200950"
"2662,29000,29300,28800,29200,24490.99609,12521500"
"2663,29400,29640,28860,28860,24205.82617,15831050"
"2664,28860,29160,28780,29100,24407.12305,7439450"
"2665,29680,29900,29300,29400,24658.74219,17234250"
"2666,29320,29600,29000,29140,24440.66992,13507050"
"2667,29400,29460,28040,28180,23635.48438,22269600"
"2668,28420,28760,28100,28720,24088.40625,9214100"
"2669,28240,28600,28240,28440,23853.55859,8625750"
"2670,28600,28600,28020,28260,23702.58789,12943150"
"2671,28040,28080,27260,27340,22930.95313,18589050"
"2672,27600,27640,27240,27480,23048.37305,15319950"
"2673,27200,27560,27020,27480,23048.37305,13476750"
"2674,27460,27520,27120,27160,22779.98438,11044350"
"2675,26900,26980,26400,26460,22192.86719,22339700"
"2676,26600,26600,25920,26020,21823.81836,23902650"
"2677,26420,26640,26320,26440,22176.09375,12488250"
"2678,26800,27080,26640,26900,22561.91602,11890850"
"2679,26600,26660,26360,26400,22142.54492,10231900"
"2680,26180,26860,26140,26500,22226.41797,12765300"
"2681,26140,26380,26120,26220,21999.87695,8953050"
"2682,26200,26480,26180,26440,22184.46484,8881050"
"2683,26160,26280,26020,26200,21983.0957,8725400"
"2684,26340,26620,26120,26600,22318.71289,11139250"
"2685,26720,26720,26320,26360,22117.33984,8543050"
"2686,26440,26520,26060,26120,21915.9707,5978850"
"2687,25820,26020,25800,25840,21681.03711,9437050"
"2688,25880,26380,25740,25900,21731.37695,12073200"
"2689,25740,26160,25660,26160,21949.53125,11829900"
"2690,26160,26220,26040,26120,21915.9707,8960200"
"2691,26000,26040,25640,25680,21546.78711,10779600"
"2692,25960,26000,25720,25720,21580.34766,7082150"
"2693,26000,26460,25940,26400,22150.90234,11976050"
"2694,26260,26460,26220,26420,22167.68359,9114200"
"2695,26520,26700,26400,26600,22318.71289,10922700"
"2696,26300,26860,26280,26860,22536.86719,9742650"
"2697,26980,27200,26860,27060,22704.67578,8059950"
"2698,26960,27160,26900,26960,22620.77539,6300950"
"2699,27080,27140,26700,26760,22452.96289,6417300"
"2700,27000,27160,26620,27100,22738.23633,8051700"
"2701,26920,27100,26700,27100,22738.23633,8790150"
"2702,27100,27340,26880,27160,22788.58203,8992550"
"2703,27100,27760,27060,27720,23258.44727,12809300"
"2704,27760,28160,27480,27900,23409.47266,17359450"
"2705,27480,27700,26720,26860,22536.86719,24351350"
"2706,26100,26560,25840,25840,21681.03711,28231050"
"2707,26000,26340,25820,26340,22100.5625,12066750"
"2708,26020,26420,26000,26320,22083.78125,8626450"
"2709,26120,26320,25900,26000,21815.28125,10830100"
"2710,26000,26040,25700,25800,21647.4707,9527250"
"2711,25680,25700,24960,25000,20976.23438,20621450"
"2712,25500,25640,25140,25400,21311.85352,18619250"
"2713,25400,25880,25240,25320,21244.73242,8995700"
"2714,25500,25500,24960,25280,21211.17188,12845000"
"2715,25480,25640,25080,25220,21160.82617,10447350"
"2716,25580,25600,25000,25000,20976.23438,10518950"
"2717,25280,25460,25060,25080,21043.35547,10044400"
"2718,25280,25420,25020,25220,21160.82617,9430600"
"2719,25100,25220,24620,24700,20724.51758,17105400"
"2720,24900,24940,24700,24940,20925.89258,8407650"
"2721,24620,24620,24420,24560,20607.05078,11577200"
"2722,24700,24700,24420,24440,20506.36719,10719450"
"2723,24460,24740,24440,24600,20640.61719,12171000"
"2724,25160,25160,24720,24840,20841.98633,10311850"
"2725,24760,24760,24560,24680,20707.73633,14558250"
"2726,24720,24740,24480,24520,20573.48828,5664050"
"2727,24420,24500,23880,23880,20036.5,15899600"
"2728,24000,24000,23600,23780,19952.58984,21238750"
"2729,24200,24320,24040,24200,20304.99414,12099950"
"2730,24300,24320,23900,24020,20153.9668,10770400"
"2731,24000,24140,23840,23840,20002.93555,23309200"
"2732,24000,24160,24000,24020,20153.9668,10872350"
"2733,24140,24160,23920,24000,20137.1875,7161500"
"2734,24160,24300,24020,24120,20237.86914,7092400"
"2735,24140,24520,24140,24520,20573.48828,7545750"
"2736,24600,24600,24080,24200,20304.99414,9476750"
"2737,24460,24460,24120,24200,20304.99414,13435050"
"2738,24080,24080,23600,23760,19935.81445,16022100"
"2739,23560,23700,23220,23220,19482.72266,19541400"
"2740,23040,23220,22820,23000,19298.13672,15789200"
"2741,23240,23320,22940,23120,19398.82031,19414500"
"2742,23040,23700,22960,23700,19885.4668,12413550"
"2743,23860,24000,23400,23900,20053.2793,9401000"
"2744,23700,23760,23300,23680,19868.69141,12379300"
"2745,23480,23660,23120,23120,19398.82031,11929800"
"2746,23300,23300,22820,22820,19147.10742,12732750"
"2747,22900,23120,22760,23020,19314.91602,21252900"
"2748,23240,23720,23240,23240,19499.50586,10149150"
